14.84038,0.34597
15.57013,0.35570
16.31767,0.34991
17.01980,0.22205
17.71290,-0.00593
18.37517,-0.34470
18.98743,-0.74346
19.60765,-1.15497
20.15667,-1.61432
20.66562,-2.13856
21.17125,-2.68838
21.59820,-3.26142
21.89045,-3.67995
22.20469,-4.33857
22.51764,-5.01724
22.61996,-5.73981
22.65082,-6.48316
22.65352,-7.21296
22.57665,-7.93858
